questionNumber,team,payType,answer,question,points,include,multipleAnswers,correctAnswer,correct,score
Q41,A Team Has No Name,Paying,None of the Above,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,That’s what I do: I drink and I know things.,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Davis the Bastard of Voltron,Paying,Melisandre,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Bri-Enne Of Green Gables,Paying,Grey Worm,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",true,3.0
Q41,Lil' Jon Snow White,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,"Ser Dunton, Knight of the Laughing Tree",Paying,Cersei Lannister,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,The House of Lesbian Poets,Paying,Daenerys Targaryen,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",true,3.0
Q41,The Ed Sheeran Fan Club,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Aaron on the Throne,Paying,Daenerys Targaryen,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",true,3.0
Q41,"Breaker of Fasts, Mother of Brunches",Paying,Jaime Lannister,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Enjol-Raki,Paying,Daenerys Targaryen,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",true,3.0
Q41,Just Here for CleganeBowl,Paying,Jaime Lannister,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Lady Stoneheart,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Arya Dead Yet?,Paying,Daenerys Targaryen,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",true,3.0
Q41,"S'now way, Jose!",Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Tormund's Member Rewards Club,Paying,Melisandre,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Bronn Swanson,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Matton Of The Hounds,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Sept of Baylor was an Inside job,Paying,Daenerys Targaryen,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",true,3.0
Q41,Ser Hand Rale of House Bannister,Paying,None of the Above,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Lady Kristi of the House of Brooks,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Mountain Mellon Crushers,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Bronn: The Decision,Paying,None of the Above,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q41,Lord Ben-ish,Paying,Jon Snow,"Pick a character that will appear naked: butts, boobs or balls",3.0,true,true,"Grey Worm, Daenerys Targaryen",false,0.0
Q13,Bri-Anne,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,No Ygrittes,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,A Girl Has No Team Name,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Sword Swallowers through and through,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,A Wizard of Cersei,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Flea Bottom Feeders,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Safari Ary,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Sand Snake Realness,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Little Fingers’ Little Finger,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Stark Raving Mad,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Lady Elizabeth of House Wray,Free,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Dany Snow,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,All Bronn and no brains,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Xander's Dragons,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,House Magnus,Free,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Stop Dragon My Horse Heart Around,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,A Team Has No Name,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,That’s what I do: I drink and I know things.,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Davis the Bastard of Voltron,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Bri-Enne Of Green Gables,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Lil' Jon Snow White,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,"Ser Dunton, Knight of the Laughing Tree",Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,The House of Lesbian Poets,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,The Ed Sheeran Fan Club,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Aaron on the Throne,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,"Breaker of Fasts, Mother of Brunches",Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Enjol-Raki,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Just Here for CleganeBowl,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Lady Stoneheart,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Arya Dead Yet?,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,"S'now way, Jose!",Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Tormund's Member Rewards Club,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Bronn Swanson,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Matton Of The Hounds,Paying,Dies,Bronn,1.0,true,false,Lives,false,0.0
Q13,Sept of Baylor was an Inside job,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Ser Hand Rale of House Bannister,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Lady Kristi of the House of Brooks,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Mountain Mellon Crushers,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Bronn: The Decision,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q13,Lord Ben-ish,Paying,Lives,Bronn,1.0,true,false,Lives,true,1.0
Q39,Bri-Anne,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,No Ygrittes,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,A Girl Has No Team Name,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Sword Swallowers through and through,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,A Wizard of Cersei,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Flea Bottom Feeders,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Safari Ary,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Sand Snake Realness,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Little Fingers’ Little Finger,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Stark Raving Mad,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Lady Elizabeth of House Wray,Free,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Dany Snow,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,All Bronn and no brains,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Xander's Dragons,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,House Magnus,Free,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Stop Dragon My Horse Heart Around,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,A Team Has No Name,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,That’s what I do: I drink and I know things.,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Davis the Bastard of Voltron,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Bri-Enne Of Green Gables,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Lil' Jon Snow White,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,"Ser Dunton, Knight of the Laughing Tree",Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,The House of Lesbian Poets,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,The Ed Sheeran Fan Club,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Aaron on the Throne,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,"Breaker of Fasts, Mother of Brunches",Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Enjol-Raki,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Just Here for CleganeBowl,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Lady Stoneheart,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Arya Dead Yet?,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,"S'now way, Jose!",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Tormund's Member Rewards Club,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Bronn Swanson,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Matton Of The Hounds,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Sept of Baylor was an Inside job,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Ser Hand Rale of House Bannister,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Lady Kristi of the House of Brooks,Paying,No,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,true,1.0
Q39,Mountain Mellon Crushers,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Bronn: The Decision,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q39,Lord Ben-ish,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Tyrion Lannister],1.0,true,false,No,false,0.0
Q24,Bri-Anne,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,No Ygrittes,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,A Girl Has No Team Name,Paying,No One,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Sword Swallowers through and through,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,A Wizard of Cersei,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Flea Bottom Feeders,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Safari Ary,Paying,Arya Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Sand Snake Realness,Paying,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q24,Little Fingers’ Little Finger,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Stark Raving Mad,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Lady Elizabeth of House Wray,Free,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q24,Dany Snow,Paying,Jon Snow,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,All Bronn and no brains,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Xander's Dragons,Paying,Arya Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,House Magnus,Free,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Stop Dragon My Horse Heart Around,Paying,No One,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,A Team Has No Name,Paying,No One,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,That’s what I do: I drink and I know things.,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Davis the Bastard of Voltron,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q24,Bri-Enne Of Green Gables,Paying,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q24,Lil' Jon Snow White,Paying,No One,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,"Ser Dunton, Knight of the Laughing Tree",Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,The House of Lesbian Poets,Paying,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q24,The Ed Sheeran Fan Club,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Aaron on the Throne,Paying,Someone Else,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,"Breaker of Fasts, Mother of Brunches",Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Enjol-Raki,Paying,Bran Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Just Here for CleganeBowl,Paying,Bran Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Lady Stoneheart,Paying,Jon Snow,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Arya Dead Yet?,Paying,Arya Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,"S'now way, Jose!",Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Tormund's Member Rewards Club,Paying,Jon Snow,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Bronn Swanson,Paying,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q24,Matton Of The Hounds,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Sept of Baylor was an Inside job,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Ser Hand Rale of House Bannister,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Lady Kristi of the House of Brooks,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Mountain Mellon Crushers,Paying,Sansa Stark,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,false,0.0
Q24,Bronn: The Decision,Paying,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q24,Lord Ben-ish,Paying,Lyanna Mormont,Pick who ends up ruling the North,4.0,true,true,Lyanna Mormont,true,4.0
Q38,Bri-Anne,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,No Ygrittes,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,A Girl Has No Team Name,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Sword Swallowers through and through,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,A Wizard of Cersei,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Flea Bottom Feeders,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Safari Ary,Paying,No,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,true,1.0
Q38,Sand Snake Realness,Paying,No,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,true,1.0
Q38,Little Fingers’ Little Finger,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Stark Raving Mad,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Lady Elizabeth of House Wray,Free,No,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,true,1.0
Q38,Dany Snow,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,All Bronn and no brains,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,"Lacy of House Garrison, Breaker of Games, Protector of Spoilers, King of West Hollywood, Father of Brad",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Xander's Dragons,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,House Magnus,Free,No,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,true,1.0
Q38,"Carolyn of House Tambini, the First of Her Name, Queen of Kings, Burner of Princesses",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Stop Dragon My Horse Heart Around,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,"Ygritte in the Streets, Khaleesi in the Sheets",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,A Team Has No Name,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,That’s what I do: I drink and I know things.,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Davis the Bastard of Voltron,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,"Arya Ready Kids? (Aye, Aye, Captain of the Guards!)",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Bri-Enne Of Green Gables,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Lil' Jon Snow White,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,"Ser Dunton, Knight of the Laughing Tree",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,The House of Lesbian Poets,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,The Ed Sheeran Fan Club,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Aaron on the Throne,Paying,No,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,true,1.0
Q38,"Breaker of Fasts, Mother of Brunches",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Enjol-Raki,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Just Here for CleganeBowl,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Lady Stoneheart,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Arya Dead Yet?,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,"S'now way, Jose!",Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Tormund's Member Rewards Club,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Bronn Swanson,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Matton Of The Hounds,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Sept of Baylor was an Inside job,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Ser Hand Rale of House Bannister,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Lady Kristi of the House of Brooks,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Mountain Mellon Crushers,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q38,Bronn: The Decision,Paying,No,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,true,1.0
Q38,Lord Ben-ish,Paying,Yes,Pick whether the following characters will use a dragon to fly.  [Jon Snow],1.0,true,false,No,false,0.0
Q26,Bri-Anne,Paying,The Hound kills Ser Gregor,Which TWO supporting characters kill which TWO supporting characters?,2.0,true,true,"Theon kills Tormund, Yara kills Qyburn",false,0.0
Q26,No Ygrittes,Paying,The Hound kills Ser Gregor,Which TWO supporting characters kill which TWO supporting characters?,2.0,true,true,"Theon kills Tormund, Yara kills Qyburn",false,0.0
Q26,A Girl Has No Team Name,Paying,Theon kills Euron,Which TWO supporting characters kill which TWO supporting characters?,2.0,true,true,"Theon kills Tormund, Yara kills Qyburn",false,0.0
Q26,Sword Swallowers through and through,Paying,The Hound kills Ser Gregor,Which TWO supporting characters kill which TWO supporting characters?,2.0,true,true,"Theon kills Tormund, Yara kills Qyburn",false,0.0
Q26,A Wizard of Cersei,Paying,The Hound Kills Ser Gregor,Which TWO supporting characters kill which TWO supporting characters?,2.0,true,true,"Theon kills Tormund, Yara kills Qyburn",false,0.0
